Code,Name,Definition
qws31,Maximum pH,Maximum pH detected in finished water in the fiscal year.
qws32,Maximum hardness,Maximum grains per gallon of hardness detected in finished water in the fiscal year.
qws33,Maximum PFOA levels,Maximum parts per trillion (ppt) of Perfluorooctanoic acid (PFOA) levels detected in finished water in the fiscal year.
qws34,Maximum PFOS levels,Maximum parts per trillion (ppt) of Perfluorooctane sulfonic acid (PFOS) levels detected in finished water in the fiscal year.
qws35,Breaks and leaks in the water system,"Total number of breaks and leaks in the water system in the fiscal year, including all incidents in which crews were dispatched to make repairs."
qws36,Regulatory violations incurred,Total number of violations of state or federal drinking-water or treatment regulations in the fiscal year.
qws37,Approved Water Services FTEs,"Total number of water services full-time equivalents (FTEs), filled or unfilled, approved for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits). If a precise breakdown is not available, FTEs supporting both water and sewer services should be counted as 0.5 for each service."
qws40,Personnel expenses for Water Services,"Total amount of personnel expenses for water services in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits. If a precise breakdown is not available, personnel expenses in the service areas supporting both water and sewer services may be counted as equally divided between the two services."
qws41,Operational expenses for Water Services,"Total amount of operational expenses for water services in the fiscal year. This amount includes noncapital-outlay for equipment, tools, and software; expenses related to property or materials purchased for resale or the cost of goods sold; fees for training, travel, property maintenance, repairs, licenses, advertising, purchases, rentals, memberships, dues, utilities, data management/processing, MIS and GIS technologies, contracted services, contract administration, fuel, fleet maintenance, special programs, sublet work; and all other operating expenses. If a precise breakdown is not available, operating expenses in the service areas supporting both water and sewer services may be counted as equally divided between the two services."
qws01_1,Surface water sourced as a percentage of water treated,"[Total amount of water, in millions of gallons per day (MGD), sourced or withdrawn from  a surface source (e.g., river, reservoir, intake) in the fiscal year. 0 is entered if no water is sourced from surface sources.] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]
"
qws02_1,Surface water purchased as a percentage of water treated,"[Total amount of water sourced from a surface source (e.g., river, reservoir, intake), in millions of gallons per day (MGD), purchased by the system in the fiscal year. 0 is entered if no water is sourced from surface sources. ] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]
"
qws03_1,Groundwater Under Direct Influence (GU) sourced as a percentage of water treated,"[Total amount of water, in millions of gallons per day (MGD), sourced or withdrawn from Groundwater Under (GU) Direct Influence sources that provide water under the direct influence of surface water (e.g., unprotected well or springs) in the fiscal year. 0 is entered if no water is sourced from the  GU sources] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]"
qws04_1,Groundwater Under Direct Influence (GU) purchased as a percentage of water treated,"[Total amount of water sourced from Groundwater Under (GU) Direct Influence sources, in millions of gallons per day (MGD), purchased by the system in the fiscal year. 0 is entered if no water is sourced from the  GU sources]  divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]"
qws05_1,Groundwater (GW) sourced as a percentage of water treated,"[Total amount of water, in millions of gallons per day (MGD), sourced or withdrawn from Groundwater (GW) source that is not under the direct influence of surface water (e.g., protected wells). 0 is entered if no water is sourced from the ground sources] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]"
qws06_1,Groundwater (GW) purchased as a percentage of water treated,"[Total amount of water sourced from Growndwater (GW) sources, in millions of gallons per day (MGD), purchased by the system in the fiscal year. 0 is entered if no water is sourced from the ground sources] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]"
qws07_1,Raw water purchased as a percentage of water treated,"[Total amount of raw (untreated) water, in millions of gallons per day (MGD), purchased from other sources in the fiscal year. 0 is entered if no raw water is purchased from outside sources] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [100]"
qws08_1,Finished water treated as a percentage of total capacity,"[Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year] divided by [Total permitted water capacity, in millions of gallons per day (MGD), in the fiscal year.] multiplied by [100]"
qws09_1,Total finished water,[(Finished water treated) + (Finished water purchased)]
qws09_2,Finished water purchased as a percentage of total finished water,"[Total amount of finished water, in millions of gallons per day (MGD), purchased from other sources in the fiscal year. 0 is entered if no finished water is purchased from outside sources.] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [100]"
qws09_3,MGD of finished water per capita (x1000),"[(Finished water treated) + (Finished water purchased)] divided by [Population] multiplied by [1,000]"
qws09_4,MGD of water treated per approved water service  FTE,[(Finished water treated) + (Finished water purchased)] divided by [Approved Water Services FTEs] multiplied by [1]
qws10_1,Non-potable recycled water produced as a percentage of total finished water,"[Total amount of recycled or reused water, in millions of gallons per day (MGD), produced in the fiscal year. This water is typically used for landscaping, industrial use, cooling towers, aquifer recharge, etc. 0 is entered if no water is recycled or reused] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [100]"
qws11_1,Non-potable recycled water purchased as a percentage of total finished water,"[Total amount of recycled or reused water purchased from external sources, in millions of gallons per day (MGD) in the fiscal year. This water is typically used for landscaping, industrial use, cooling towers, aquifer recharge, etc. 0 is entered if no water is recycled or reused] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [100]"
qws12_1,Water desalinated as a percentage of total finished water,"[Total amount of water desalinated, in millions of gallons per day (MGD) . 0 is entered if no water is desalinated. ] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [100]"
qws13_1,Billed water as a percentage of total finished water,"[Total amount of billed water, in millions of gallons per day (MGD), in the fiscal year.] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [100]"
qws15_1,Filter run time per MGD of treated water,"[Total service hours of water filters in the fiscal year.] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [1]"
qws16_1,Filter run volume per MGD of treated water,"[Total amount of furnished water with filters in millions of gallons in the fiscal year.] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [1]"
qws17_1,Electricity use per MGD of treated water,"[Total kWh electricity usage only in water treatment/distribution facilities in the fiscal year.] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [1]"
qws18_1,Filtration plants per MGD of treated water,"[Total number of water filtration plants.] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [1]"
qws19_1,Pump stations per MGD of treated water,"[Total number of water pump stations.] divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [1]"
qws20_1,Miles of pipe per MGD of treated water,"[Total miles of water-main lines in the water system at the end of the fiscal year.]divided by [Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year.] multiplied by [1]"
qws21_1,Inch diameter-miles of pipe per meter,"[Total inch diameter-miles of pipe (idm). To calculate this metric, multiply the miles of each section of pipe by its diameter and add all the sections. For example, for a system that has 36 miles of 4-inch diameter laterals, 36 miles of 8-inch diameter, 6 miles of 10-inch diameter, and 6 miles of 12-inch diameter, the total number of inch diameter-miles is: 36x4 + 36x8 + 6x10 + 6x12 = 564 inch diameter-miles. Data entry for this metric is optional.] divided by [Total number of residential meters, using a best estimate.] multiplied by [1]"
qws35_1,Breaks and leaks in the water system per MGD of finished water,"[Total number of breaks and leaks in the water system in the fiscal year, including all incidents in which crews were dispatched to make repairs.] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [1]"
qws36_1,Regulatory violations incurred per MGD of finished water,[Total number of violations of state or federal drinking-water or treatment regulations in the fiscal year.] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [1]
qws37_2,Population served per approved water service FTE,"[Population] divided by [Total number of water services full-time equivalents (FTEs), filled or unfilled, approved for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits). If a precise breakdown is not available, FTEs supporting both water and sewer services should be counted as 0.5 for each service.] multiplied by [1]"
qws40_1,Personnel expenses as a percentage of total water services expenses,"[Total amount of personnel expenses for water services in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits. If a precise breakdown is not available, personnel expenses in the service areas supporting both water and sewer services may be counted as equally divided between the two services.] divided by [(Personnel expenses for Water Services) + (Operational expenses for Water Services)] multiplied by [100]"
qws41_1,Total water service expenses,[(Personnel expenses for Water Services) + (Operational expenses for Water Services)]
qws41_2,Total water service expenses per capita,[(Personnel expenses for Water Services) + (Operational expenses for Water Services)] divided by [Population] multiplied by [1]
qws41_3,Total water service expenses per MGD of finished water,[(Personnel expenses for Water Services) + (Operational expenses for Water Services)] divided by [(Finished water treated) + (Finished water purchased)] multiplied by [1]
qyw01,Tons of residential yard waste collected,"Tons of residential yard waste collected, including yard waste collected by municipality crews, private haulers, and drop-off sites, in the fiscal year."
qyw02,Collection points for yard waste,Total number of municipality-provided and contracted service collection points in the fiscal year.
qyw03,Number of routes for yard waste collection,"Total number of routes, both municipality-run and contracted, in the fiscal year. For this count, a â€œrouteâ€ runs for only one day. A route run on multiple days counts as multiple routes."
qyw04,Route mileage for yard waste,Total aggregate of miles for all routes in the fiscal year. These are the miles assigned or driven from a routing station to provide collection service.
qyw05,Requests for yard waste pickup outside of normal routing schedule,Total number of times in the fiscal year when a truck was dispatched to pick up yard waste/leaf collection at a missed collection site or to retrieve yard waste/leaf collection upon request.
qyw06,Complaints for Yard Waste and Leaf Collection,"Total number of complaints received, regardless of validity, in the fiscal year."
qyw07,Valid complaints for Yard Waste and Leaf Collection,Total number of complaints in the fiscal year that are categorized as valid by the solid waste department due to an error of the collection crew.
qyw08,Staff injuries during yard waste collection operation,Total number of reported work-related injuries (minor and major) in yard waste operations in the fiscal year.
qyw09,Approved Yard Waste and Leaf Collection FTEs,"Total full-time equivalents (FTEs), filled or unfilled, approved for yard waste and leaf collection in the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)."
qyw12,Personnel expenses for Yard Waste and Leaf Collection,"Total amount of personnel expenses for yard waste and leaf collection in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits."
qyw13,Operational expenses for Yard Waste and Leaf Collection,"Total amount of operational expenses for yard waste and leaf collection in the fiscal year. This amount includes noncapital-outlay for equipment, tools, and software; expenses related to property or materials purchased for resale or the cost of goods sold; fees for training, travel, property maintenance, repairs, licenses, advertising, purchases, rentals, memberships, dues, utilities, data management/processing, MIS and GIS technologies, contracted services, contract administration, fuel, fleet maintenance, special programs, sublet work; and all other operating expenses."
qyw01_1,Tons of residential yard waste collected per capita,"[Tons of residential yard waste collected, including yard waste collected by municipality crews, private haulers, and drop-off sites, in the fiscal year.] divided by [Population] multiplied by [1]"
qyw01_2,Tons of yard waste per approved FTE,"[Tons of residential yard waste collected, including yard waste collected by municipality crews, private haulers, and drop-off sites, in the fiscal year.] divided by [Total full-time equivalents (FTEs), filled or unfilled, approved for yard waste and leaf collection in the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)] multiplied by [1]"
qyw02_1,Collection points,[Total number of municipality-provided and contracted service collection points in the fiscal year.] divided by [Population] multiplied by [1]
qyw04_1,Route miles per capita,[Total aggregate of miles for all routes in the fiscal year. These are the miles assigned or driven from a routing station to provide collection service.] divided by [Population] multiplied by [1]
qyw05_1,Requests for pickup outside of normal routing schedule,[Total number of times in the fiscal year when a truck was dispatched to pick up yard waste/leaf collection at a missed collection site or to retrieve yard waste/leaf collection upon request.] divided by [Total number of municipality-provided and contracted service collection points in the fiscal year] multiplied by [1]
qyw06_1,Complaints for Yard Waste and Leaf Collection per collection point,"[Total number of complaints received, regardless of validity, in the fiscal year] divided by [Total number of municipality-provided and contracted service collection points in the fiscal year] multiplied by [1]"
qyw07_1,Valid complaints for yard waste as a percentage of total complaints,"[Total number of complaints in the fiscal year that are categorized as valid by the solid waste department due to an error of the collection crew] divided by [Total number of complaints received, regardless of validity, in the fiscal year.] multiplied by [1]"
qyw08_2,Staff injuries during yard waste collection per ton,[Staff injuries during yard waste collection operation] divided by [Tons of residential yard waste collected]
qyw09_2,Population served per approved FTE,"[Population] divided by [Total full-time equivalents (FTEs), filled or unfilled, approved for yard waste and leaf collection in the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits).] multiplied by [1]"
qyw12_1,Yard waste personnel expenses as a percentage of total expenses,"[Total amount of personnel expenses for yard waste and leaf collection in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits.] divided by [(Personnel expenses for Yard Waste and Leaf Collection) + (Operational expenses for Yard Waste and Leaf Collection)] multiplied by [100]"
qyw13_1,Total yard waste expenses,[(Personnel expenses for Yard Waste and Leaf Collection) + (Operational expenses for Yard Waste and Leaf Collection)]
qyw13_2,Total yard waste expenses per capita,[(Personnel expenses for Yard Waste and Leaf Collection) + (Operational expenses for Yard Waste and Leaf Collection)] divided by [Population] multiplied by [1]
qyw13_3,Total yard waste expenses per ton,"[(Personnel expenses for Yard Waste and Leaf Collection) + (Operational expenses for Yard Waste and Leaf Collection)] divided by [Tons of residential yard waste collected, including yard waste collected by municipality crews, private haulers, and drop-off sites, in the fiscal year.] multiplied by [1]"
census_01,"Population, 2020",The population according to the 2020 Census
census_02,"Number of Households, 2016-2020",The number of households in the area from 2016-2020
census_03,"Population per square mile, 2020","The population per square mile, according to the 2020 US Census"
census_04,"Land area in square miles, 2020","The land area in square miles, according to the 2020 US Census"
census_05,"Daytime population, 2020",The calculated daytime population
